BI Procedure,Start Date Time,Status,Description,End Date Time,Duration in Seconds,Rows Count
d_agency.py,2021-12-15 13:08:08.200498,Pass,Successful Run,2021-12-15 13:08:08.389497,0.188999,91
d_customer.py,2021-12-15 13:08:08,Fail,'psycopg2.extensions.cursor' object has no attribute 'commit',2021-12-15 13:08:08,0,0
d_naics.py,2021-12-15 13:08:12.867449,Pass,Successful Run,2021-12-15 13:08:22.861338,9.993889,1276
d_psc.py,2021-12-15 13:08:22.872341,Pass,Successful Run,2021-12-15 13:08:35.304222,12.431881,3122
d_region.py,2021-12-15 13:08:35.304222,Pass,Successful Run,2021-12-15 13:08:35.440224,0.136002,11
f_advantage.py,2021-12-15 13:08:35.449230,Pass,Successful Run,2021-12-15 13:08:42.926137,7.476907,3014302
f_budget_authority.py,2021-12-15 13:08:42.936139,Pass,Successful Run,2021-12-15 13:08:43.714147,0.778008,199550
f_budget_outlays.py,2021-12-15 13:08:43.722153,Pass,Successful Run,2021-12-15 13:08:44.533136,0.810983,205250
f_budget_receipts.py,2021-12-15 13:08:44.541137,Pass,Successful Run,2021-12-15 13:08:44.746137,0.205,12600
f_campaign.py,2021-12-15 13:08:44.754139,Pass,Successful Run,2021-12-15 13:09:04.505934,19.751795,26837679
f_case.py,2021-12-15 13:09:04.515936,Pass,Successful Run,2021-12-15 13:09:15.065822,10.549886,1988688
f_ebuy.py,2021-12-15 13:09:15.073829,Pass,Successful Run,2021-12-15 13:09:23.748746,8.674917,112567
f_eloqua_emailclick.py,2021-12-15 13:09:23.756748,Pass,Successful Run,2021-12-15 13:09:29.870670,6.113922,245994
f_eloqua_emailopen.py,2021-12-15 13:09:29.881674,Pass,Successful Run,2021-12-15 13:09:37.570604,7.68893,4711355
f_eloqua_emailsend.py,2021-12-15 13:09:37.579606,Pass,Successful Run,2021-12-15 13:09:47.470501,9.890895,17438227
f_eloqua_pageview.py,2021-12-15 13:08:08,Fail,"column name ""region"" is duplicated
CONTEXT:  SQL statement ""SELECT  id AS pageview_key, url AS url, referrerurl AS referrer_url, customer.customer_key, customer.agency_key::integer, customer.region::integer, customer.region::integer, DATE_PART(epoch, CAST(activitydate AS DATE)) :: INTEGER AS activity_date_key INTO  customer360.f_eloqua_pageview FROM customer360.s_eloqua_pageview web_visit join customer360.s_eloqua_contacts contacts ON RIGHT(contacts.contactidext, 12) :: INTEGER = web_visit.contactid join customer360.d_customer customer ON contacts.c_emailaddress = customer.customer_key""
PL/pgSQL function ""f_eloqua_pageview"" line 13 at SQL statement
",2021-12-15 13:08:08,0,0
f_eloqua_webvisit.py,2021-12-15 13:09:47.549510,Pass,Successful Run,2021-12-15 13:09:51.811464,4.261954,1075516
f_opportunity.py,2021-12-15 13:09:51.819466,Pass,Successful Run,2021-12-15 13:09:57.605403,5.785937,39335
f_survey.py,2021-12-15 13:09:57.613410,Pass,Successful Run,2021-12-15 13:10:03.179339,5.565929,1283413
s_fpds_obligations.py,2021-12-15 13:10:03.188346,Pass,Successful Run,2021-12-15 13:10:29.215080,26.026734,7029885
